project_id,group_id,number_of_tasks,finished_count,required_count,project_type_specifics
5519,171,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122946"", ""yMin"": ""122944"", ""zoomLevel"": 18}"
5519,165,240,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119320"", ""xMin"": ""119240"", ""yMax"": ""122949"", ""yMin"": ""122947"", ""zoomLevel"": 18}"
5519,235,243,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122898"", ""yMin"": ""122896"", ""zoomLevel"": 18}"
5519,125,151,10,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119320"", ""xMin"": ""119269"", ""yMax"": ""122979"", ""yMin"": ""122977"", ""zoomLevel"": 18}"
5519,247,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122889"", ""yMin"": ""122887"", ""zoomLevel"": 18}"
5519,220,47,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119495"", ""xMin"": ""119480"", ""yMax"": ""122910"", ""yMin"": ""122908"", ""zoomLevel"": 18}"
5519,258,243,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119400"", ""xMin"": ""119320"", ""yMax"": ""122880"", ""yMin"": ""122878"", ""zoomLevel"": 18}"
5519,154,243,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119400"", ""xMin"": ""119320"", ""yMax"": ""122958"", ""yMin"": ""122956"", ""zoomLevel"": 18}"
5519,215,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122913"", ""yMin"": ""122911"", ""zoomLevel"": 18}"
5519,183,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122937"", ""yMin"": ""122935"", ""zoomLevel"": 18}"
5519,194,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119400"", ""xMin"": ""119320"", ""yMax"": ""122928"", ""yMin"": ""122926"", ""zoomLevel"": 18}"
5519,143,243,10,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122967"", ""yMin"": ""122965"", ""zoomLevel"": 18}"
5519,130,243,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119400"", ""xMin"": ""119320"", ""yMax"": ""122976"", ""yMin"": ""122974"", ""zoomLevel"": 18}"
5519,179,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122940"", ""yMin"": ""122938"", ""zoomLevel"": 18}"
5519,218,243,10,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119400"", ""xMin"": ""119320"", ""yMax"": ""122910"", ""yMin"": ""122908"", ""zoomLevel"": 18}"
5519,114,243,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119400"", ""xMin"": ""119320"", ""yMax"": ""122988"", ""yMin"": ""122986"", ""zoomLevel"": 18}"
5519,222,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119400"", ""xMin"": ""119320"", ""yMax"": ""122907"", ""yMin"": ""122905"", ""zoomLevel"": 18}"
5519,129,162,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119320"", ""xMin"": ""119266"", ""yMax"": ""122976"", ""yMin"": ""122974"", ""zoomLevel"": 18}"
5519,251,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122886"", ""yMin"": ""122884"", ""zoomLevel"": 18}"
5519,207,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122919"", ""yMin"": ""122917"", ""zoomLevel"": 18}"
5519,240,35,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119491"", ""xMin"": ""119480"", ""yMax"": ""122895"", ""yMin"": ""122893"", ""zoomLevel"": 18}"
5519,168,58,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119499"", ""xMin"": ""119480"", ""yMax"": ""122949"", ""yMin"": ""122947"", ""zoomLevel"": 18}"
5519,232,40,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119493"", ""xMin"": ""119480"", ""yMax"": ""122901"", ""yMin"": ""122899"", ""zoomLevel"": 18}"
5519,105,95,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119320"", ""xMin"": ""119287"", ""yMax"": ""122994"", ""yMin"": ""122992"", ""zoomLevel"": 18}"
5519,254,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119400"", ""xMin"": ""119320"", ""yMax"": ""122883"", ""yMin"": ""122881"", ""zoomLevel"": 18}"
5519,204,51,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119496"", ""xMin"": ""119480"", ""yMax"": ""122922"", ""yMin"": ""122920"", ""zoomLevel"": 18}"
5519,211,243,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122916"", ""yMin"": ""122914"", ""zoomLevel"": 18}"
5519,226,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119400"", ""xMin"": ""119320"", ""yMax"": ""122904"", ""yMin"": ""122902"", ""zoomLevel"": 18}"
5519,243,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122892"", ""yMin"": ""122890"", ""zoomLevel"": 18}"
5519,172,55,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119498"", ""xMin"": ""119480"", ""yMax"": ""122946"", ""yMin"": ""122944"", ""zoomLevel"": 18}"
5519,150,243,10,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119400"", ""xMin"": ""119320"", ""yMax"": ""122961"", ""yMin"": ""122959"", ""zoomLevel"": 18}"
5519,200,51,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119496"", ""xMin"": ""119480"", ""yMax"": ""122925"", ""yMin"": ""122923"", ""zoomLevel"": 18}"
5519,229,94,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119320"", ""xMin"": ""119289"", ""yMax"": ""122901"", ""yMin"": ""122899"", ""zoomLevel"": 18}"
5519,131,243,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122976"", ""yMin"": ""122974"", ""zoomLevel"": 18}"
5519,119,204,11,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119476"", ""xMin"": ""119400"", ""yMax"": ""122985"", ""yMin"": ""122983"", ""zoomLevel"": 18}"
5519,176,52,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119497"", ""xMin"": ""119480"", ""yMax"": ""122943"", ""yMin"": ""122941"", ""zoomLevel"": 18}"
5519,136,86,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119508"", ""xMin"": ""119480"", ""yMax"": ""122973"", ""yMin"": ""122971"", ""zoomLevel"": 18}"
5519,157,225,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119320"", ""xMin"": ""119245"", ""yMax"": ""122955"", ""yMin"": ""122953"", ""zoomLevel"": 18}"
5519,239,243,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119480"", ""xMin"": ""119400"", ""yMax"": ""122895"", ""yMin"": ""122893"", ""zoomLevel"": 18}"
5519,146,243,9,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119400"", ""xMin"": ""119320"", ""yMax"": ""122964"", ""yMin"": ""122962"", ""zoomLevel"": 18}"
5519,161,234,8,3,"{""distributedCount"": 0, ""reportCount"": 0, ""xMax"": ""119320"", ""xMin"": ""119242"", ""yMax"": ""122952"", ""yMin"": ""122950"", ""zoomLevel"": 18}"
