project_id,task_id,user_id,timeint,info
5519,18-119260-122952,8EpHQM2i6FNpRn2X08TZh1eg3D53,1490961352607,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.2213134765625 11.081384602413053 0,-16.219940185546875 11.081384602413053 0,-16.219940185546875 11.080036913080988 0,-16.2213134765625 11.080036913080988 0,-16.2213134765625 11.081384602413053 0))""}"
5519,18-119260-122952,iOFILtNK2tb2IDo5NzBYCWxH1mv2,1491021287819,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.2213134765625 11.081384602413053 0,-16.219940185546875 11.081384602413053 0,-16.219940185546875 11.080036913080988 0,-16.2213134765625 11.080036913080988 0,-16.2213134765625 11.081384602413053 0))""}"
5519,18-119260-122952,pz58LTvwfxSI7jzbMx2tYyONCG92,1490897960664,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.2213134765625 11.081384602413053 0,-16.219940185546875 11.081384602413053 0,-16.219940185546875 11.080036913080988 0,-16.2213134765625 11.080036913080988 0,-16.2213134765625 11.081384602413053 0))""}"
5519,18-119260-122952,qxd3oO8SjMgmYSsP9fItebGsAmj1,1491048939301,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.2213134765625 11.081384602413053 0,-16.219940185546875 11.081384602413053 0,-16.219940185546875 11.080036913080988 0,-16.2213134765625 11.080036913080988 0,-16.2213134765625 11.081384602413053 0))""}"
5519,18-119260-122952,uKqXgzkaaWf0YGjLdlpEJG5LcFn2,1491077764646,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.2213134765625 11.081384602413053 0,-16.219940185546875 11.081384602413053 0,-16.219940185546875 11.080036913080988 0,-16.2213134765625 11.080036913080988 0,-16.2213134765625 11.081384602413053 0))""}"
5519,18-119260-122952,ZOUjtZBzAGNV8bu04uNjOaDX5vY2,1490996833900,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.2213134765625 11.081384602413053 0,-16.219940185546875 11.081384602413053 0,-16.219940185546875 11.080036913080988 0,-16.2213134765625 11.080036913080988 0,-16.2213134765625 11.081384602413053 0))""}"
5519,18-119260-122953,3NxnhKpWaoMnhdjCt160XSMOsXu2,1490932874711,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.2213134765625 11.080036913080988 0,-16.219940185546875 11.080036913080988 0,-16.219940185546875 11.078689217541111 0,-16.2213134765625 11.078689217541111 0,-16.2213134765625 11.080036913080988 0))""}"
5519,18-119260-122953,oQSkQfQao3MdS0YeVh4vEH78gZx1,1491071680801,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.2213134765625 11.080036913080988 0,-16.219940185546875 11.080036913080988 0,-16.219940185546875 11.078689217541111 0,-16.2213134765625 11.078689217541111 0,-16.2213134765625 11.080036913080988 0))""}"
5519,18-119260-122953,qxd3oO8SjMgmYSsP9fItebGsAmj1,1491145816196,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.2213134765625 11.080036913080988 0,-16.219940185546875 11.080036913080988 0,-16.219940185546875 11.078689217541111 0,-16.2213134765625 11.078689217541111 0,-16.2213134765625 11.080036913080988 0))""}"
5519,18-119260-122953,RW9Z6uPMnLO9pcEkQKzWSNW5Hay2,1491090680810,"{""device"" : """", ""item"" : """", ""result"" : 2, ""wkt"" : ""POLYGON ((-16.2213134765625 11.080036913080988 0,-16.219940185546875 11.080036913080988 0,-16.219940185546875 11.078689217541111 0,-16.2213134765625 11.078689217541111 0,-16.2213134765625 11.080036913080988 0))""}"
5519,18-119260-122953,ZOUjtZBzAGNV8bu04uNjOaDX5vY2,1490996377297,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.2213134765625 11.080036913080988 0,-16.219940185546875 11.080036913080988 0,-16.219940185546875 11.078689217541111 0,-16.2213134765625 11.078689217541111 0,-16.2213134765625 11.080036913080988 0))""}"
5519,18-119260-122958,RW9Z6uPMnLO9pcEkQKzWSNW5Hay2,1491048453682,"{""device"" : """", ""item"" : """", ""result"" : 2, ""wkt"" : ""POLYGON ((-16.2213134765625 11.073298373317741 0,-16.219940185546875 11.073298373317741 0,-16.219940185546875 11.071950646749542 0,-16.2213134765625 11.071950646749542 0,-16.2213134765625 11.073298373317741 0))""}"
5519,18-119261-122922,PvxM1nEcxmYdPxsJbkCGKT59BY52,1491060539598,"{""device"" : """", ""item"" : """", ""result"" : 0, ""wkt"" : ""POLYGON ((-16.219940185546875 11.121812392183131 0,-16.21856689453125 11.121812392183131 0,-16.21856689453125 11.120464889418983 0,-16.219940185546875 11.120464889418983 0,-16.219940185546875 11.121812392183131 0))""}"
5519,18-119261-122922,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404108,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.219940185546875 11.121812392183131 0,-16.21856689453125 11.121812392183131 0,-16.21856689453125 11.120464889418983 0,-16.219940185546875 11.120464889418983 0,-16.219940185546875 11.121812392183131 0))""}"
5519,18-119261-122926,tm1inpklFFbH5oUyIka5SSbMLYr2,1490906126059,"{""device"" : """", ""item"" : """", ""result"" : 2, ""wkt"" : ""POLYGON ((-16.219940185546875 11.116422343753484 0,-16.21856689453125 11.116422343753484 0,-16.21856689453125 11.11507481607633 0,-16.219940185546875 11.11507481607633 0,-16.219940185546875 11.116422343753484 0))""}"
5519,18-119262-122921,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404109,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.21856689453125 11.12315988871724 0,-16.217193603515625 11.12315988871724 0,-16.217193603515625 11.121812392183131 0,-16.21856689453125 11.121812392183131 0,-16.21856689453125 11.12315988871724 0))""}"
5519,18-119262-122922,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404111,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.21856689453125 11.121812392183131 0,-16.217193603515625 11.121812392183131 0,-16.217193603515625 11.120464889418983 0,-16.21856689453125 11.120464889418983 0,-16.21856689453125 11.121812392183131 0))""}"
5519,18-119262-122952,8EpHQM2i6FNpRn2X08TZh1eg3D53,1490961352608,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.21856689453125 11.081384602413053 0,-16.217193603515625 11.081384602413053 0,-16.217193603515625 11.080036913080988 0,-16.21856689453125 11.080036913080988 0,-16.21856689453125 11.081384602413053 0))""}"
5519,18-119262-122952,iOFILtNK2tb2IDo5NzBYCWxH1mv2,1491021287820,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.21856689453125 11.081384602413053 0,-16.217193603515625 11.081384602413053 0,-16.217193603515625 11.080036913080988 0,-16.21856689453125 11.080036913080988 0,-16.21856689453125 11.081384602413053 0))""}"
5519,18-119262-122969,xf659gG7TwgCNdtkiUajQL9gUur2,1490964796691,"{""device"" : """", ""item"" : """", ""result"" : 0, ""wkt"" : ""POLYGON ((-16.21856689453125 11.058473039992307 0,-16.217193603515625 11.058473039992307 0,-16.217193603515625 11.057125245224853 0,-16.21856689453125 11.057125245224853 0,-16.21856689453125 11.058473039992307 0))""}"
5519,18-119263-122921,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404110,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.217193603515625 11.12315988871724 0,-16.2158203125 11.12315988871724 0,-16.2158203125 11.121812392183131 0,-16.217193603515625 11.121812392183131 0,-16.217193603515625 11.12315988871724 0))""}"
5519,18-119263-122922,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404112,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.217193603515625 11.121812392183131 0,-16.2158203125 11.121812392183131 0,-16.2158203125 11.120464889418983 0,-16.217193603515625 11.120464889418983 0,-16.217193603515625 11.121812392183131 0))""}"
5519,18-119264-122920,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404112,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.2158203125 11.124507379020599 0,-16.214447021484375 11.124507379020599 0,-16.214447021484375 11.12315988871724 0,-16.2158203125 11.12315988871724 0,-16.2158203125 11.124507379020599 0))""}"
5519,18-119264-122921,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404113,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.2158203125 11.12315988871724 0,-16.214447021484375 11.12315988871724 0,-16.214447021484375 11.121812392183131 0,-16.2158203125 11.121812392183131 0,-16.2158203125 11.12315988871724 0))""}"
5519,18-119264-122922,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404114,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.2158203125 11.121812392183131 0,-16.214447021484375 11.121812392183131 0,-16.214447021484375 11.120464889418983 0,-16.2158203125 11.120464889418983 0,-16.2158203125 11.121812392183131 0))""}"
5519,18-119265-122920,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404114,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.214447021484375 11.124507379020599 0,-16.21307373046875 11.124507379020599 0,-16.21307373046875 11.12315988871724 0,-16.214447021484375 11.12315988871724 0,-16.214447021484375 11.124507379020599 0))""}"
5519,18-119265-122921,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404115,"{""device"" : """", ""item"" : """", ""result"" : 2, ""wkt"" : ""POLYGON ((-16.214447021484375 11.12315988871724 0,-16.21307373046875 11.12315988871724 0,-16.21307373046875 11.121812392183131 0,-16.214447021484375 11.121812392183131 0,-16.214447021484375 11.12315988871724 0))""}"
5519,18-119265-122922,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404116,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.214447021484375 11.121812392183131 0,-16.21307373046875 11.121812392183131 0,-16.21307373046875 11.120464889418983 0,-16.214447021484375 11.120464889418983 0,-16.214447021484375 11.121812392183131 0))""}"
5519,18-119266-122920,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404117,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.21307373046875 11.124507379020599 0,-16.211700439453125 11.124507379020599 0,-16.211700439453125 11.12315988871724 0,-16.21307373046875 11.12315988871724 0,-16.21307373046875 11.124507379020599 0))""}"
5519,18-119266-122921,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404117,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.21307373046875 11.12315988871724 0,-16.211700439453125 11.12315988871724 0,-16.211700439453125 11.121812392183131 0,-16.21307373046875 11.121812392183131 0,-16.21307373046875 11.12315988871724 0))""}"
5519,18-119266-122922,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404118,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.21307373046875 11.121812392183131 0,-16.211700439453125 11.121812392183131 0,-16.211700439453125 11.120464889418983 0,-16.21307373046875 11.120464889418983 0,-16.21307373046875 11.121812392183131 0))""}"
5519,18-119267-122920,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404119,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.211700439453125 11.124507379020599 0,-16.2103271484375 11.124507379020599 0,-16.2103271484375 11.12315988871724 0,-16.211700439453125 11.12315988871724 0,-16.211700439453125 11.124507379020599 0))""}"
5519,18-119267-122921,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404120,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.211700439453125 11.12315988871724 0,-16.2103271484375 11.12315988871724 0,-16.2103271484375 11.121812392183131 0,-16.211700439453125 11.121812392183131 0,-16.211700439453125 11.12315988871724 0))""}"
5519,18-119267-122922,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404121,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.211700439453125 11.121812392183131 0,-16.2103271484375 11.121812392183131 0,-16.2103271484375 11.120464889418983 0,-16.211700439453125 11.120464889418983 0,-16.211700439453125 11.121812392183131 0))""}"
5519,18-119267-122945,RW9Z6uPMnLO9pcEkQKzWSNW5Hay2,1491091312153,"{""device"" : """", ""item"" : """", ""result"" : 2, ""wkt"" : ""POLYGON ((-16.211700439453125 11.090818253858302 0,-16.2103271484375 11.090818253858302 0,-16.2103271484375 11.089470608001065 0,-16.211700439453125 11.089470608001065 0,-16.211700439453125 11.090818253858302 0))""}"
5519,18-119268-122920,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404121,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.2103271484375 11.124507379020599 0,-16.208953857421875 11.124507379020599 0,-16.208953857421875 11.12315988871724 0,-16.2103271484375 11.12315988871724 0,-16.2103271484375 11.124507379020599 0))""}"
5519,18-119268-122921,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404122,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.2103271484375 11.12315988871724 0,-16.208953857421875 11.12315988871724 0,-16.208953857421875 11.121812392183131 0,-16.2103271484375 11.121812392183131 0,-16.2103271484375 11.12315988871724 0))""}"
5519,18-119268-122922,TmSrf4dJ4nVRqoQYTI2S4nKFgjH3,1491032404124,"{""device"" : """", ""item"" : """", ""result"" : 3, ""wkt"" : ""POLYGON ((-16.2103271484375 11.121812392183131 0,-16.208953857421875 11.121812392183131 0,-16.208953857421875 11.120464889418983 0,-16.2103271484375 11.120464889418983 0,-16.2103271484375 11.121812392183131 0))""}"
5519,18-119268-122944,YX60DVVrXmg7T9tvk2lSA18tnm42,1490901307225,"{""device"" : """", ""item"" : """", ""result"" : 1, ""wkt"" : ""POLYGON ((-16.2103271484375 11.092165893501999 0,-16.208953857421875 11.092165893501999 0,-16.208953857421875 11.090818253858302 0,-16.2103271484375 11.090818253858302 0,-16.2103271484375 11.092165893501999 0))""}"
5519,18-119268-122970,OlwvjQY0H1Snb29Ca81Olw0N9d03,1491045539097,"{""device"" : """", ""item"" : """", ""result"" : 2, ""wkt"" : ""POLYGON ((-16.2103271484375 11.057125245224853 0,-16.208953857421875 11.057125245224853 0,-16.208953857421875 11.055777444261778 0,-16.2103271484375 11.055777444261778 0,-16.2103271484375 11.057125245224853 0))""}"
